"gene.symbol","description","entrezgene"
"KLHL13","kelch like family member 13 [KO:K10447]","90293"
"RHOBTB2","Rho related BTB domain containing 2 [KO:K07868]","23221"
"RHOBTB1","Rho related BTB domain containing 1 [KO:K07868]","9886"
"ERCC8","ERCC excision repair 8, CSA ubiquitin ligase complex subunit [KO:K10570]","1161"
"DET1","DET1, COP1 ubiquitin ligase partner [KO:K10571]","55070"
"CUL7","cullin 7 [KO:K10613]","9820"
"FBXW8","F-box and WD repeat domain containing 8 [KO:K10264]","26259"
"GORAB","golgin, RAB6 interacting [KO:K19748]","92344"
"RPRM","reprimo, TP53 dependent G2 arrest mediator homolog [KO:K10128]","56475"
"GTSE1","G2 and S-phase expressed 1 [KO:K10129]","51512"
"SIVA1","SIVA1 apoptosis inducing factor [KO:K22744]","10572"
"TP53I3","tumor protein p53 inducible protein 3 [KO:K10133] [EC:1.-.-.-]","9540"
"EI24","EI24, autophagy associated transmembrane protein [KO:K10134]","9538"
"SHISA5","shisa family member 5 [KO:K10135]","51246"
"PERP","PERP, TP53 apoptosis effector [KO:K10136]","64065"
"ZMAT3","zinc finger matrin-type 3 [KO:K10137]","64393"
"AIFM2","apoptosis inducing factor, mitochondria associated 2 [KO:K22745]","84883"
"ADGRB1","adhesion G protein-coupled receptor B1 [KO:K04596]","575"
"CD82","CD82 molecule [KO:K06509]","3732"
"RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B [KO:K10808] [EC:1.17.4.1]","50484"
"RRM2","ribonucleotide reductase regulatory subunit M2 [KO:K10808] [EC:1.17.4.1]","6241"
"CCNG2","cyclin G2 [KO:K10146]","901"
"PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D [KO:K10147] [EC:3.1.3.16]","8493"
"SLK","STE20 like kinase [KO:K08836] [EC:2.7.11.1]","9748"
"FBXO5","F-box protein 5 [KO:K10292]","26271"
"FBXO43","F-box protein 43 [KO:K10318]","286151"
"REC8","REC8 meiotic recombination protein [KO:K13054]","9985"
"STAG3","stromal antigen 3 [KO:K13055]","10734"
"SMC1A","structural maintenance of chromosomes 1A [KO:K06636]","8243"
"SMC1B","structural maintenance of chromosomes 1B [KO:K06636]","27127"
"SMC3","structural maintenance of chromosomes 3 [KO:K06669]","9126"
"SGO1","shugoshin 1 [KO:K11580]","151648"
"TFDP2","transcription factor Dp-2 [KO:K09392]","7029"
"CDKN2D","cyclin dependent kinase inhibitor 2D [KO:K06623]","1032"
"CDKN1C","cyclin dependent kinase inhibitor 1C [KO:K09993]","1028"
"CDC6","cell division cycle 6 [KO:K02213]","990"
"CDC45","cell division cycle 45 [KO:K06628]","8318"
"CDC7","cell division cycle 7 [KO:K02214] [EC:2.7.11.1]","8317"
"DBF4","DBF4 zinc finger [KO:K06629]","10926"
"CCNH","cyclin H [KO:K06634]","902"
"CDK7","cyclin dependent kinase 7 [KO:K02202] [EC:2.7.11.23 2.7.11.22]","1022"
"STAG2","stromal antigen 2 [KO:K06671]","10735"
"STAG1","stromal antigen 1 [KO:K06671]","10274"
"RAD21","RAD21 cohesin complex component [KO:K06670]","5885"
"TTK","TTK protein kinase [KO:K08866] [EC:2.7.12.1]","7272"
"CDC14B","cell division cycle 14B [KO:K06639] [EC:3.1.3.48 3.1.3.16]","8555"
"CDC14A","cell division cycle 14A [KO:K06639] [EC:3.1.3.48 3.1.3.16]","8556"
"PRKDC","protein kinase, DNA-activated, catalytic subunit [KO:K06642] [EC:2.7.11.1]","5591"
"ORC1","origin recognition complex subunit 1 [KO:K02603]","4998"
"ORC2","origin recognition complex subunit 2 [KO:K02604]","4999"
"ORC3","origin recognition complex subunit 3 [KO:K02605]","23595"
"ORC4","origin recognition complex subunit 4 [KO:K02606]","5000"
"ORC5","origin recognition complex subunit 5 [KO:K02607]","5001"
"ORC6","origin recognition complex subunit 6 [KO:K02608]","23594"
"MCM2","minichromosome maintenance complex component 2 [KO:K02540] [EC:3.6.4.12]","4171"
"MCM3","minichromosome maintenance complex component 3 [KO:K02541] [EC:3.6.4.12]","4172"
"MCM4","minichromosome maintenance complex component 4 [KO:K02212] [EC:3.6.4.12]","4173"
"MCM5","minichromosome maintenance complex component 5 [KO:K02209] [EC:3.6.4.12]","4174"
"MCM6","minichromosome maintenance complex component 6 [KO:K02542] [EC:3.6.4.12]","4175"
"MCM7","minichromosome maintenance complex component 7 [KO:K02210] [EC:3.6.4.12]","4176"
"ADRA2A","adrenoceptor alpha 2A [KO:K04138]","150"
"ADRA2B","adrenoceptor alpha 2B [KO:K04139]","151"
"ADRA2C","adrenoceptor alpha 2C [KO:K04140]","152"
"HRH3","histamine receptor H3 [KO:K04151]","11255"
"HRH4","histamine receptor H4 [KO:K04152]","59340"
"TAAR9","trace amine associated receptor 9 (gene/pseudogene) [KO:K05051]","134860"
"TAAR6","trace amine associated receptor 6 [KO:K05051]","319100"
"TAAR1","trace amine associated receptor 1 [KO:K05051]","134864"
"TAAR8","trace amine associated receptor 8 [KO:K05051]","83551"
"TAAR5","trace amine associated receptor 5 [KO:K05051]","9038"
"TAAR2","trace amine associated receptor 2 (gene/pseudogene) [KO:K05051]","9287"
"NMB","neuromedin B [KO:K05223]","4828"
"GRP","gastrin releasing peptide [KO:K05224]","2922"
"NMBR","neuromedin B receptor [KO:K04168]","4829"
"GRPR","gastrin releasing peptide receptor [KO:K04169]","2925"
"BRS3","bombesin receptor subtype 3 [KO:K04170]","680"
"GAL","galanin and GMAP prepropeptide [KO:K05244]","51083"
"GALR1","galanin receptor 1 [KO:K04230]","2587"
"GALR2","galanin receptor 2 [KO:K04231]","8811"
"GALR3","galanin receptor 3 [KO:K04232]","8484"
"GHRL","ghrelin and obestatin prepropeptide [KO:K05254]","51738"
"GHSR","growth hormone secretagogue receptor [KO:K04284]","2693"
"KISS1","KiSS-1 metastasis suppressor [KO:K23140]","3814"
"KISS1R","KISS1 receptor [KO:K08374]","84634"
"MC3R","melanocortin 3 receptor [KO:K04201]","4159"
"MC4R","melanocortin 4 receptor [KO:K04202]","4160"
"MC5R","melanocortin 5 receptor [KO:K04203]","4161"
"MLN","motilin [KO:K05265]","4295"
"MLNR","motilin receptor [KO:K05266]","2862"
"NMU","neuromedin U [KO:K05249]","10874"
"NMUR1","neuromedin U receptor 1 [KO:K05052]","10316"
"NMUR2","neuromedin U receptor 2 [KO:K05053]","56923"
"NPFF","neuropeptide FF-amide peptide precursor [KO:K05247]","8620"
"NPFFR1","neuropeptide FF receptor 1 [KO:K04240]","64106"
"NPFFR2","neuropeptide FF receptor 2 [KO:K08375]","10886"
"PYY","peptide YY [KO:K05233]","5697"
"PPY","pancreatic polypeptide [KO:K05234]","5539"
"NPY2R","neuropeptide Y receptor Y2 [KO:K04205]","4887"
"NPY4R","neuropeptide Y receptor Y4 [KO:K04206]","5540"
"NPY4R2","neuropeptide Y receptor Y4-2 [KO:K04206]","100996758"
"NPY5R","neuropeptide Y receptor Y5 [KO:K04207]","4889"
"GPR83","G protein-coupled receptor 83 [KO:K04210]","10888"
"NPW","neuropeptide W [KO:K23141]","283869"
"NPB","neuropeptide B [KO:K05267]","256933"
"NPBWR1","neuropeptides B and W receptor 1 [KO:K05268]","2831"
"NPBWR2","neuropeptides B and W receptor 2 [KO:K08377]","2832"
"NTS","neurotensin [KO:K05235]","4922"
"NTSR1","neurotensin receptor 1 [KO:K04211]","4923"
"NTSR2","neurotensin receptor 2 [KO:K04212]","23620"
"PENK","proenkephalin [KO:K18832]","5179"
"OPRD1","opioid receptor delta 1 [KO:K04213]","4985"
"OPRK1","opioid receptor kappa 1 [KO:K04214]","4986"
"OPRL1","opioid related nociceptin receptor 1 [KO:K04216]","4987"
"HCRT","hypocretin neuropeptide precursor [KO:K05246]","3060"
"HCRTR1","hypocretin receptor 1 [KO:K04238]","3061"
"HCRTR2","hypocretin receptor 2 [KO:K04239]","3062"
"CORT","cortistatin [KO:K05238]","1325"
"SSTR1","somatostatin receptor 1 [KO:K04217]","6751"
"SSTR3","somatostatin receptor 3 [KO:K04219]","6753"
"SSTR4","somatostatin receptor 4 [KO:K04220]","6754"
"SSTR5","somatostatin receptor 5 [KO:K04221]","6755"
"TAC1","tachykinin precursor 1 [KO:K05239]","6863"
"TAC4","tachykinin 4 [KO:K05241]","255061"
"TACR2","tachykinin receptor 2 [KO:K04223]","6865"
"TAC3","tachykinin 3 [KO:K05240]","6866"
"TACR3","tachykinin receptor 3 [KO:K04224]","6870"
"UTS2","urotensin 2 [KO:K05248]","10911"
"UTS2R","urotensin 2 receptor [KO:K04241]","2837"
"GZMA","granzyme A [KO:K01352] [EC:3.4.21.78]","3001"
"PRLH","prolactin releasing hormone [KO:K05269]","51052"
"PRLHR","prolactin releasing hormone receptor [KO:K04314]","2834"
"PMCH","pro-melanin concentrating hormone [KO:K05229]","5367"
"MCHR1","melanin concentrating hormone receptor 1 [KO:K04320]","2847"
"MCHR2","melanin concentrating hormone receptor 2 [KO:K05054]","84539"
"PTGDR","prostaglandin D2 receptor [KO:K04332]","5729"
"PTGFR","prostaglandin F receptor [KO:K04262]","5737"
"ADORA3","adenosine A3 receptor [KO:K04268]","140"
"P2RY6","pyrimidinergic receptor P2Y6 [KO:K04272]","5031"
"P2RY10","P2Y receptor family member 10 [KO:K04274]","27334"
"P2RY14","purinergic receptor P2Y14 [KO:K04299]","9934"
"P2RY8","P2Y receptor family member 8 [KO:K08386]","286530"
"P2RY11","purinergic receptor P2Y11 [KO:K08387]","5032"
"P2RY13","purinergic receptor P2Y13 [KO:K08388]","53829"
"GPR35","G protein-coupled receptor 35 [KO:K04276]","2859"
"CNR2","cannabinoid receptor 2 [KO:K04278]","1269"
"TRH","thyrotropin releasing hormone [KO:K05253]","7200"
"TRHR","thyrotropin releasing hormone receptor [KO:K04282]","7201"
"GPR50","G protein-coupled receptor 50 [KO:K04287]","9248"
"S1PR1","sphingosine-1-phosphate receptor 1 [KO:K04288]","1901"
"S1PR2","sphingosine-1-phosphate receptor 2 [KO:K04292]","9294"
"S1PR3","sphingosine-1-phosphate receptor 3 [KO:K04290]","1903"
"S1PR4","sphingosine-1-phosphate receptor 4 [KO:K04293]","8698"
"S1PR5","sphingosine-1-phosphate receptor 5 [KO:K04295]","53637"
"LTB4R","leukotriene B4 receptor [KO:K04296]","1241"
"LTB4R2","leukotriene B4 receptor 2 [KO:K04297]","56413"
"CYSLTR1","cysteinyl leukotriene receptor 1 [KO:K04322]","10800"
"CYSLTR2","cysteinyl leukotriene receptor 2 [KO:K04323]","57105"
"UCN","urocortin [KO:K23142]","7349"
"UCN3","urocortin 3 [KO:K05257]","114131"
"UCN2","urocortin 2 [KO:K05257]","90226"
"GIPR","gastric inhibitory polypeptide receptor [KO:K04580]","2696"
"GLP2R","glucagon like peptide 2 receptor [KO:K04582]","9340"
"GHRH","growth hormone releasing hormone [KO:K05260]","2691"
"GHRHR","growth hormone releasing hormone receptor [KO:K04584]","2692"
"PTH2","parathyroid hormone 2 [KO:K23143]","113091"
"PTH2R","parathyroid hormone 2 receptor [KO:K04586]","5746"
"VIP","vasoactive intestinal peptide [KO:K05264]","7432"
"VIPR1","vasoactive intestinal peptide receptor 1 [KO:K04589]","7433"
"VIPR2","vasoactive intestinal peptide receptor 2 [KO:K04590]","7434"
"GPR156","G protein-coupled receptor 156 [KO:K04617]","165829"
"CHRNA1","cholinergic receptor nicotinic alpha 1 subunit [KO:K04803]","1134"
"CHRNA2","cholinergic receptor nicotinic alpha 2 subunit [KO:K04804]","1135"
"CHRNA5","cholinergic receptor nicotinic alpha 5 subunit [KO:K04807]","1138"
"CHRNA9","cholinergic receptor nicotinic alpha 9 subunit [KO:K04810]","55584"
"CHRNA10","cholinergic receptor nicotinic alpha 10 subunit [KO:K04811]","57053"
"CHRNB1","cholinergic receptor nicotinic beta 1 subunit [KO:K04812]","1140"
"CHRNB3","cholinergic receptor nicotinic beta 3 subunit [KO:K04814]","1142"
"CHRND","cholinergic receptor nicotinic delta subunit [KO:K04816]","1144"
"CHRNE","cholinergic receptor nicotinic epsilon subunit [KO:K04817]","1145"
"CHRNG","cholinergic receptor nicotinic gamma subunit [KO:K04818]","1146"
"P2RX4","purinergic receptor P2X 4 [KO:K05218]","5025"
"P2RX5","purinergic receptor P2X 5 [KO:K05219]","5026"
"P2RX6","purinergic receptor P2X 6 [KO:K05221]","9127"
"GRID1","glutamate ionotropic receptor delta type subunit 1 [KO:K05206]","2894"
"GLRA1","glycine receptor alpha 1 [KO:K05193]","2741"
"GLRA2","glycine receptor alpha 2 [KO:K05194]","2742"
"GLRA3","glycine receptor alpha 3 [KO:K05195]","8001"
"GLRB","glycine receptor beta [KO:K05196]","2743"
"NR3C1","nuclear receptor subfamily 3 group C member 1 [KO:K05771]","2908"
"AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3 [KO:K13523] [EC:2.3.1.- 2.3.1.51]","56894"
"AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4 [KO:K13523] [EC:2.3.1.- 2.3.1.51]","56895"
"AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5 [KO:K19007] [EC:2.3.1.51]","55326"
"SPTLC1","serine palmitoyltransferase long chain base subunit 1 [KO:K00654] [EC:2.3.1.50]","10558"
"SPTLC2","serine palmitoyltransferase long chain base subunit 2 [KO:K00654] [EC:2.3.1.50]","9517"
"SPTLC3","serine palmitoyltransferase long chain base subunit 3 [KO:K00654] [EC:2.3.1.50]","55304"
"CERS2","ceramide synthase 2 [KO:K04710] [EC:2.3.1.24]","29956"
"CERS3","ceramide synthase 3 [KO:K04710] [EC:2.3.1.24]","204219"
"CERS6","ceramide synthase 6 [KO:K04710] [EC:2.3.1.24]","253782"
"CERS1","ceramide synthase 1 [KO:K04710] [EC:2.3.1.24]","10715"
"CERS4","ceramide synthase 4 [KO:K04710] [EC:2.3.1.24]","79603"
"CERS5","ceramide synthase 5 [KO:K04710] [EC:2.3.1.24]","91012"
"DEGS1","delta 4-desaturase, sphingolipid 1 [KO:K04712] [EC:1.14.18.5 1.14.19.17]","8560"
"DEGS2","delta 4-desaturase, sphingolipid 2 [KO:K04712] [EC:1.14.18.5 1.14.19.17]","123099"
"SGMS1","sphingomyelin synthase 1 [KO:K04714] [EC:2.7.8.27]","259230"
"SGMS2","sphingomyelin synthase 2 [KO:K04714] [EC:2.7.8.27]","166929"
"NSMAF","neutral sphingomyelinase activation associated factor [KO:K18953]","8439"
"SMPD2","sphingomyelin phosphodiesterase 2 [KO:K12351] [EC:3.1.4.12]","6610"
"ASAH2","N-acylsphingosine amidohydrolase 2 [KO:K12349] [EC:3.5.1.23]","56624"
"ACER2","alkaline ceramidase 2 [KO:K01441] [EC:3.5.1.23]","340485"
"ACER1","alkaline ceramidase 1 [KO:K01441] [EC:3.5.1.23]","125981"
"SGPP1","sphingosine-1-phosphate phosphatase 1 [KO:K04716] [EC:3.1.3.-]","81537"
"SGPP2","sphingosine-1-phosphate phosphatase 2 [KO:K04717] [EC:3.1.3.-]","130367"
"SGPL1","sphingosine-1-phosphate lyase 1 [KO:K01634] [EC:4.1.2.27]","8879"
"PI4KA","phosphatidylinositol 4-kinase alpha [KO:K00888] [EC:2.7.1.67]","5297"
"PI4KB","phosphatidylinositol 4-kinase beta [KO:K19801] [EC:2.7.1.67]","5298"
"PI4K2A","phosphatidylinositol 4-kinase type 2 alpha [KO:K13711] [EC:2.7.1.67]","55361"
"PI4K2B","phosphatidylinositol 4-kinase type 2 beta [KO:K13711] [EC:2.7.1.67]","55300"
"SACM1L","SAC1 like phosphatidylinositide phosphatase [KO:K21797] [EC:3.1.3.-]","22908"
"INPP5F","inositol polyphosphate-5-phosphatase F [KO:K21798] [EC:3.1.3.-]","22876"
"OCRL","OCRL, inositol polyphosphate-5-phosphatase [KO:K01099] [EC:3.1.3.36]","4952"
"INPP5B","inositol polyphosphate-5-phosphatase B [KO:K01099] [EC:3.1.3.36]","3633"
"INPP5E","inositol polyphosphate-5-phosphatase E [KO:K20278] [EC:3.1.3.36]","56623"
"SYNJ1","synaptojanin 1 [KO:K20279] [EC:3.1.3.36]","8867"
"SYNJ2","synaptojanin 2 [KO:K20279] [EC:3.1.3.36]","8871"
"INPP4A","inositol polyphosphate-4-phosphatase type I A [KO:K01109] [EC:3.1.3.66]","3631"
"INPP4B","inositol polyphosphate-4-phosphatase type II B [KO:K01109] [EC:3.1.3.66]","8821"
"MTM1","myotubularin 1 [KO:K01108] [EC:3.1.3.95 3.1.3.64]","4534"
"MTMR1","myotubularin related protein 1 [KO:K18081] [EC:3.1.3.95 3.1.3.64]","8776"
"MTMR2","myotubularin related protein 2 [KO:K18081] [EC:3.1.3.95 3.1.3.64]","8898"
"MTMR8","myotubularin related protein 8 [KO:K18083] [EC:3.1.3.95 3.1.3.64]","55613"
"MTMR6","myotubularin related protein 6 [KO:K18083] [EC:3.1.3.95 3.1.3.64]","9107"
"MTMR7","myotubularin related protein 7 [KO:K18083] [EC:3.1.3.95 3.1.3.64]","9108"
"PIP4P1","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [KO:K13084] [EC:3.1.3.78]","90809"
"PIP4P2","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [KO:K13084] [EC:3.1.3.78]","55529"
"PIK3C2G","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [KO:K00923] [EC:2.7.1.154]","5288"
"PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [KO:K00923] [EC:2.7.1.154]","5286"
"PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [KO:K00923] [EC:2.7.1.154]","5287"
"IPMK","inositol polyphosphate multikinase [KO:K00915] [EC:2.7.1.151 2.7.1.140]","253430"
"ITPKB","inositol-trisphosphate 3-kinase B [KO:K00911] [EC:2.7.1.127]","3707"
"ITPKA","inositol-trisphosphate 3-kinase A [KO:K00911] [EC:2.7.1.127]","3706"
"ITPKC","inositol-trisphosphate 3-kinase C [KO:K00911] [EC:2.7.1.127]","80271"
"INPP5J","inositol polyphosphate-5-phosphatase J [KO:K01106] [EC:3.1.3.56]","27124"
"INPP5A","inositol polyphosphate-5-phosphatase A [KO:K01106] [EC:3.1.3.56]","3632"
"ITPK1","inositol-tetrakisphosphate 1-kinase [KO:K00913] [EC:2.7.1.134 2.7.1.159]","3705"
"IPPK","inositol-pentakisphosphate 2-kinase [KO:K10572] [EC:2.7.1.158]","64768"
"IP6K1","inositol hexakisphosphate kinase 1 [KO:K07756] [EC:2.7.4.21]","9807"
"IP6K2","inositol hexakisphosphate kinase 2 [KO:K07756] [EC:2.7.4.21]","51447"
"IP6K3","inositol hexakisphosphate kinase 3 [KO:K07756] [EC:2.7.4.21]","117283"
"PPIP5K1","diphosphoinositol pentakisphosphate kinase 1 [KO:K13024] [EC:2.7.4.24]","9677"
"PPIP5K2","diphosphoinositol pentakisphosphate kinase 2 [KO:K13024] [EC:2.7.4.24]","23262"
"INPP1","inositol polyphosphate-1-phosphatase [KO:K01107] [EC:3.1.3.57]","3628"
"IMPA2","inositol monophosphatase 2 [KO:K01092] [EC:3.1.3.25]","3613"
"IMPA1","inositol monophosphatase 1 [KO:K01092] [EC:3.1.3.25]","3612"
"IMPAD1","inositol monophosphatase domain containing 1 [KO:K15759] [EC:3.1.3.7 3.1.3.25]","54928"
"CDS1","CDP-diacylglycerol synthase 1 [KO:K00981] [EC:2.7.7.41]","1040"
"CDS2","CDP-diacylglycerol synthase 2 [KO:K00981] [EC:2.7.7.41]","8760"
"CDIPT","CDP-diacylglycerol--inositol 3-phosphatidyltransferase [KO:K00999] [EC:2.7.8.11]","10423"
"SETD7","SET domain containing lysine methyltransferase 7 [KO:K11431] [EC:2.1.1.43]","80854"
"FOXO4","forkhead box O4 [KO:K12358]","4303"
"FOXO6","forkhead box O6 [KO:K17847]","100132074"
"FOXG1","forkhead box G1 [KO:K09385]","2290"
"PLK2","polo like kinase 2 [KO:K08861] [EC:2.7.11.21]","10769"
"PLK4","polo like kinase 4 [KO:K08863] [EC:2.7.11.21]","10733"
"FBXO25","F-box protein 25 [KO:K10305]","26260"
"FBXO32","F-box protein 32 [KO:K10305]","114907"
"TIMP1","TIMP metallopeptidase inhibitor 1 [KO:K16451]","7076"
"ENO3","enolase 3 [KO:K01689] [EC:4.2.1.11]","2027"
"ENO2","enolase 2 [KO:K01689] [EC:4.2.1.11]","2026"
"ENO1","enolase 1 [KO:K01689] [EC:4.2.1.11]","2023"
"ENO4","enolase 4 [KO:K01689] [EC:4.2.1.11]","387712"
"ALDOA","aldolase, fructose-bisphosphate A [KO:K01623] [EC:4.1.2.13]","226"
"PGK1","phosphoglycerate kinase 1 [KO:K00927] [EC:2.7.2.3]","5230"
"CARD10","caspase recruitment domain family member 10 [KO:K20912]","29775"
"CARD14","caspase recruitment domain family member 14 [KO:K20913]","79092"
"ERC1","ELKS/RAB6-interacting/CAST family member 1 [KO:K16072]","23085"
"CCL13","C-C motif chemokine ligand 13 [KO:K16595]","6357"
"CCL19","C-C motif chemokine ligand 19 [KO:K05512]","6363"
"CCL21","C-C motif chemokine ligand 21 [KO:K16062]","6366"
"PPBP","pro-platelet basic protein [KO:K10029]","5473"
"CXCL13","C-X-C motif chemokine ligand 13 [KO:K10032]","10563"
"CXCL16","C-X-C motif chemokine ligand 16 [KO:K10035]","58191"
"PF4","platelet factor 4 [KO:K05407]","5196"
"PF4V1","platelet factor 4 variant 1 [KO:K05407]","5197"
"CXCL14","C-X-C motif chemokine ligand 14 [KO:K10033]","9547"
"XCL1","X-C motif chemokine ligand 1 [KO:K05507]","6375"
"XCL2","X-C motif chemokine ligand 2 [KO:K22675]","6846"
"CCL1","C-C motif chemokine ligand 1 [KO:K05514]","6346"
"CCL8","C-C motif chemokine ligand 8 [KO:K16596]","6355"
"CCL14","C-C motif chemokine ligand 14 [KO:K21092]","6358"
"CCL15","C-C motif chemokine ligand 15 [KO:K05511]","6359"
"CCL23","C-C motif chemokine ligand 23 [KO:K05511]","6368"
"CCL16","C-C motif chemokine ligand 16 [KO:K21093]","6360"
"CCL18","C-C motif chemokine ligand 18 [KO:K21094]","6362"
"CCL24","C-C motif chemokine ligand 24 [KO:K21097]","6369"
"CCL26","C-C motif chemokine ligand 26 [KO:K21096]","10344"
"CCL27","C-C motif chemokine ligand 27 [KO:K16598]","10850"
"CXCR3","C-X-C motif chemokine receptor 3 [KO:K04188]","2833"
"CXCR5","C-X-C motif chemokine receptor 5 [KO:K04190]","643"
"CXCR6","C-X-C motif chemokine receptor 6 [KO:K04191]","10663"
"XCR1","X-C motif chemokine receptor 1 [KO:K04193]","2829"
"CX3CR1","C-X3-C motif chemokine receptor 1 [KO:K04192]","1524"
"CCR6","C-C motif chemokine receptor 6 [KO:K04181]","1235"
"CCR7","C-C motif chemokine receptor 7 [KO:K04182]","1236"
"CCR2","C-C motif chemokine receptor 2 [KO:K04177]","729230"
"FGR","FGR proto-oncogene, Src family tyrosine kinase [KO:K08891] [EC:2.7.10.2]","2268"
"CXCL17","C-X-C motif chemokine ligand 17 [KO:K22627]","284340"
"IL27","interleukin 27 [KO:K22629]","246778"
"IL31","interleukin 31 [KO:K22631]","386653"
"CLCF1","cardiotrophin like cytokine factor 1 [KO:K05421]","23529"
"IL26","interleukin 26 [KO:K05446]","55801"
"IL1RN","interleukin 1 receptor antagonist [KO:K05481]","3557"
"IL36RN","interleukin 36 receptor antagonist [KO:K05483]","26525"
"IL36A","interleukin 36 alpha [KO:K05484]","27179"
"IL36B","interleukin 36 beta [KO:K05486]","27177"
"IL36G","interleukin 36 gamma [KO:K05487]","56300"
"IL1F10","interleukin 1 family member 10 [KO:K05488]","84639"
"IL37","interleukin 37 [KO:K05485]","27178"
"IL16","interleukin 16 [KO:K22628]","3603"
"IL32","interleukin 32 [KO:K22632]","9235"
"IL34","interleukin 34 [KO:K22633]","146433"
"TNFSF15","TNF superfamily member 15 [KO:K05478]","9966"
"EDA","ectodysplasin A [KO:K05480]","1896"
"TNFSF12","TNF superfamily member 12 [KO:K05474]","8742"
"CD70","CD70 molecule [KO:K05470]","970"
"TNFSF8","TNF superfamily member 8 [KO:K05471]","944"
"TNFSF9","TNF superfamily member 9 [KO:K05472]","8744"
"TNFSF4","TNF superfamily member 4 [KO:K05469]","7292"
"TNFSF18","TNF superfamily member 18 [KO:K05479]","8995"
"GDF15","growth differentiation factor 15 [KO:K05504]","9518"
"GDF2","growth differentiation factor 2 [KO:K05503]","2658"
"BMP10","bone morphogenetic protein 10 [KO:K22670]","27302"
"INHA","inhibin subunit alpha [KO:K05500]","3623"
"BMP3","bone morphogenetic protein 3 [KO:K05496]","651"
"GDF10","growth differentiation factor 10 [KO:K22674]","2662"
"GDF11","growth differentiation factor 11 [KO:K22679]","10220"
"MSTN","myostatin [KO:K05497]","2660"
"GDF1","growth differentiation factor 1 [KO:K05495]","2657"
"GDF3","growth differentiation factor 3 [KO:K22672]","9573"
"GDF9","growth differentiation factor 9 [KO:K22673]","2661"
"ACKR4","atypical chemokine receptor 4 [KO:K04186]","51554"
"ACKR3","atypical chemokine receptor 3 [KO:K04304]","57007"
"IL31RA","interleukin 31 receptor A [KO:K22630]","133396"
"IL1RL2","interleukin 1 receptor like 2 [KO:K05172]","8808"
"IL1RL1","interleukin 1 receptor like 1 [KO:K05171]","9173"
"TNFRSF6B","TNF receptor superfamily member 6b [KO:K05143]","8771"
"TNFRSF25","TNF receptor superfamily member 25 [KO:K05160]","8718"
"TNFRSF10C","TNF receptor superfamily member 10c [KO:K22701]","8794"
"TNFRSF10D","TNF receptor superfamily member 10d [KO:K22702]","8793"
"TNFRSF21","TNF receptor superfamily member 21 [KO:K05157]","27242"
"EDAR","ectodysplasin A receptor [KO:K05162]","10913"
"EDA2R","ectodysplasin A2 receptor [KO:K05163]","60401"
"TNFRSF12A","TNF receptor superfamily member 12A [KO:K05149]","51330"
"CD27","CD27 molecule [KO:K05144]","939"
"TNFRSF8","TNF receptor superfamily member 8 [KO:K05145]","943"
"TNFRSF9","TNF receptor superfamily member 9 [KO:K05146]","3604"
"TNFRSF4","TNF receptor superfamily member 4 [KO:K05142]","7293"
"TNFRSF18","TNF receptor superfamily member 18 [KO:K05154]","8784"
"TNFRSF19","TNF receptor superfamily member 19 [KO:K05155]","55504"
"RELT","RELT, TNF receptor [KO:K05156]","84957"
"ACVRL1","activin A receptor like type 1 [KO:K13594] [EC:2.7.11.30]","94"
"HCAR1","hydroxycarboxylic acid receptor 1 [KO:K08401]","27198"
"HCAR2","hydroxycarboxylic acid receptor 2 [KO:K08402]","338442"
"HCAR3","hydroxycarboxylic acid receptor 3 [KO:K08402]","8843"
"FFAR2","free fatty acid receptor 2 [KO:K04328]","2867"
"SUCNR1","succinate receptor 1 [KO:K10042]","56670"
"HCN2","hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 [KO:K04955]","610"
"CNGB3","cyclic nucleotide gated channel beta 3 [KO:K04953]","54714"
"SOX9","SRY-box 9 [KO:K18435]","6662"
"FXYD1","FXYD domain containing ion transport regulator 1 [KO:K13360]","5348"
"GTF2IRD1","GTF2I repeat domain containing 1 [KO:K03121]","9569"
"GTF2I","general transcription factor IIi [KO:K03121]","2969"
"PDE5A","phosphodiesterase 5A [KO:K13762] [EC:3.1.4.35]","8654"
"KCNJ8","potassium voltage-gated channel subfamily J member 8 [KO:K05001]","3764"
"STIM2","stromal interaction molecule 2 [KO:K18196]","57620"
"ORAI2","ORAI calcium release-activated calcium modulator 2 [KO:K16057]","80228"
"ORAI3","ORAI calcium release-activated calcium modulator 3 [KO:K16058]","93129"
"TPCN1","two pore segment channel 1 [KO:K16896]","53373"
"TNNC2","troponin C2, fast skeletal type [KO:K12042]","7125"
